id,relation_type,source_key,target_key,formula_name,payload_json
299,SARG_SCORE_TO_GUIDANCE,71f7ea89f5ff13af,R005,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.05620788660173748, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P3;diet_like=5"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R005"", ""reference_score"": 0.3931415606941725, ""reference_distance_delta"": 0.0879016613248767, ""confidence"": 0.5, ""biological_phase"": ""P3"", ""climate_context_id"": ""C06"", ""top_k_reference_ids"": [""R005"", ""R017"", ""R059""], ""reason_code"": ""SARG:P3:simulator_reference:risk_heat=False:risk_cold=False:diet=5"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""71f7ea89f5ff13af""}"
300,SARG_SCORE_TO_GUIDANCE,abc9d4a76d663c43,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P3;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.41532679187784466, ""reference_distance_delta"": 0.07847620412081317, ""confidence"": 0.5, ""biological_phase"": ""P3"", ""climate_context_id"": ""C05"", ""top_k_reference_ids"": [""R002"", ""R015"", ""R040""], ""reason_code"": ""SARG:P3:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""abc9d4a76d663c43""}"
301,SARG_SCORE_TO_GUIDANCE,26fadb2ffc104821,R005,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.10750668305570449, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P3;diet_like=5"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R005"", ""reference_score"": 0.3748152835825965, ""reference_distance_delta"": 0.09950100311824076, ""confidence"": 0.5, ""biological_phase"": ""P3"", ""climate_context_id"": ""C05"", ""top_k_reference_ids"": [""R005"", ""R017"", ""R059""], ""reason_code"": ""SARG:P3:simulator_reference:risk_heat=False:risk_cold=False:diet=5"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""26fadb2ffc104821""}"
302,SARG_SCORE_TO_GUIDANCE,b3a8a7c0611d3e6a,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.19345769934314122, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P3;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.3909975521054002, ""reference_distance_delta"": 0.057825891893348774, ""confidence"": 0.5, ""biological_phase"": ""P3"", ""climate_context_id"": ""C05"", ""top_k_reference_ids"": [""R002"", ""R015"", ""R040""], ""reason_code"": ""SARG:P3:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""b3a8a7c0611d3e6a""}"
303,SARG_SCORE_TO_GUIDANCE,3843ab57d900e777,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P3;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.4412213921807782, ""reference_distance_delta"": 0.042273984736378646, ""confidence"": 0.5, ""biological_phase"": ""P3"", ""climate_context_id"": ""C05"", ""top_k_reference_ids"": [""R002"", ""R015"", ""R040""], ""reason_code"": ""SARG:P3:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""3843ab57d900e777""}"
304,SARG_SCORE_TO_GUIDANCE,69a3ec87a50e13d9,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P3;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.39617625639046344, ""reference_distance_delta"": 0.11592915650684174, ""confidence"": 0.5, ""biological_phase"": ""P3"", ""climate_context_id"": ""C05"", ""top_k_reference_ids"": [""R002"", ""R015"", ""R040""], ""reason_code"": ""SARG:P3:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""69a3ec87a50e13d9""}"
305,SARG_SCORE_TO_GUIDANCE,19d1538ca2051be0,R005,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P3;diet_like=5"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R005"", ""reference_score"": 0.3923555761162459, ""reference_distance_delta"": 0.10920633777847824, ""confidence"": 0.5, ""biological_phase"": ""P3"", ""climate_context_id"": ""C06"", ""top_k_reference_ids"": [""R005"", ""R017"", ""R059""], ""reason_code"": ""SARG:P3:simulator_reference:risk_heat=False:risk_cold=False:diet=5"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""19d1538ca2051be0""}"
306,SARG_SCORE_TO_GUIDANCE,8380c440c02d689a,R005,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P3;diet_like=5"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R005"", ""reference_score"": 0.38923873405303105, ""reference_distance_delta"": 0.11244362554785363, ""confidence"": 0.5, ""biological_phase"": ""P3"", ""climate_context_id"": ""C05"", ""top_k_reference_ids"": [""R005"", ""R017"", ""R059""], ""reason_code"": ""SARG:P3:simulator_reference:risk_heat=False:risk_cold=False:diet=5"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""8380c440c02d689a""}"
307,SARG_SCORE_TO_GUIDANCE,ab430257ea7adc9d,R005,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P3;diet_like=5"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R005"", ""reference_score"": 0.392691532738087, ""reference_distance_delta"": 0.10765498319968922, ""confidence"": 0.5, ""biological_phase"": ""P3"", ""climate_context_id"": ""C05"", ""top_k_reference_ids"": [""R005"", ""R017"", ""R059""], ""reason_code"": ""SARG:P3:simulator_reference:risk_heat=False:risk_cold=False:diet=5"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""ab430257ea7adc9d""}"
308,SARG_SCORE_TO_GUIDANCE,7da0ac88ca85784d,R005,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P3;diet_like=5"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R005"", ""reference_score"": 0.3921515403709782, ""reference_distance_delta"": 0.10934076452082497, ""confidence"": 0.5, ""biological_phase"": ""P3"", ""climate_context_id"": ""C05"", ""top_k_reference_ids"": [""R005"", ""R017"", ""R059""], ""reason_code"": ""SARG:P3:simulator_reference:risk_heat=False:risk_cold=False:diet=5"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""7da0ac88ca85784d""}"
309,SARG_SCORE_TO_GUIDANCE,2877d12c8d5951b5,R005,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P3;diet_like=5"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R005"", ""reference_score"": 0.3901135314078608, ""reference_distance_delta"": 0.11190981227949794, ""confidence"": 0.5, ""biological_phase"": ""P3"", ""climate_context_id"": ""C10"", ""top_k_reference_ids"": [""R005"", ""R017"", ""R059""], ""reason_code"": ""SARG:P3:simulator_reference:risk_heat=False:risk_cold=False:diet=5"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""2877d12c8d5951b5""}"
310,SARG_SCORE_TO_GUIDANCE,517bfdaade786962,R005,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P3;diet_like=5"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R005"", ""reference_score"": 0.39093762241123925, ""reference_distance_delta"": 0.11010774842727131, ""confidence"": 0.5, ""biological_phase"": ""P3"", ""climate_context_id"": ""C02"", ""top_k_reference_ids"": [""R005"", ""R017"", ""R059""], ""reason_code"": ""SARG:P3:simulator_reference:risk_heat=False:risk_cold=False:diet=5"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""517bfdaade786962""}"
311,SARG_SCORE_TO_GUIDANCE,be01aa22b38690b4,R005,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P3;diet_like=5"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R005"", ""reference_score"": 0.39233721374449326, ""reference_distance_delta"": 0.10849546772257346, ""confidence"": 0.5, ""biological_phase"": ""P3"", ""climate_context_id"": ""C05"", ""top_k_reference_ids"": [""R005"", ""R017"", ""R059""], ""reason_code"": ""SARG:P3:simulator_reference:risk_heat=False:risk_cold=False:diet=5"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""be01aa22b38690b4""}"
312,SARG_SCORE_TO_GUIDANCE,b43187e32f6fdad8,R005,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P3;diet_like=5"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R005"", ""reference_score"": 0.39202398800834404, ""reference_distance_delta"": 0.11022012403097586, ""confidence"": 0.5, ""biological_phase"": ""P3"", ""climate_context_id"": ""C10"", ""top_k_reference_ids"": [""R005"", ""R017"", ""R059""], ""reason_code"": ""SARG:P3:simulator_reference:risk_heat=False:risk_cold=False:diet=5"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""b43187e32f6fdad8""}"
313,SARG_SCORE_TO_GUIDANCE,20eb6d6b3bc5a30a,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.02674087000158143, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P3;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.37847746515049613, ""reference_distance_delta"": 0.1224313284721005, ""confidence"": 0.5, ""biological_phase"": ""P3"", ""climate_context_id"": ""C06"", ""top_k_reference_ids"": [""R002"", ""R015"", ""R040""], ""reason_code"": ""SARG:P3:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""20eb6d6b3bc5a30a""}"
314,SARG_SCORE_TO_GUIDANCE,4880e728a7fb8660,R005,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P3;diet_like=5"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R005"", ""reference_score"": 0.4110020963009496, ""reference_distance_delta"": 0.08025911957944605, ""confidence"": 0.5, ""biological_phase"": ""P3"", ""climate_context_id"": ""C02"", ""top_k_reference_ids"": [""R005"", ""R017"", ""R059""], ""reason_code"": ""SARG:P3:simulator_reference:risk_heat=False:risk_cold=False:diet=5"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""4880e728a7fb8660""}"
315,SARG_SCORE_TO_GUIDANCE,c72ef6220cab9e18,R005,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P3;diet_like=5"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R005"", ""reference_score"": 0.38978548315562206, ""reference_distance_delta"": 0.11326806170803412, ""confidence"": 0.5, ""biological_phase"": ""P3"", ""climate_context_id"": ""C05"", ""top_k_reference_ids"": [""R005"", ""R017"", ""R059""], ""reason_code"": ""SARG:P3:simulator_reference:risk_heat=False:risk_cold=False:diet=5"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""c72ef6220cab9e18""}"
316,SARG_SCORE_TO_GUIDANCE,91bf761f503601e9,R005,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.0, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P3;diet_like=5"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R005"", ""reference_score"": 0.3891858684980579, ""reference_distance_delta"": 0.11501141032005766, ""confidence"": 0.5, ""biological_phase"": ""P3"", ""climate_context_id"": ""C06"", ""top_k_reference_ids"": [""R005"", ""R017"", ""R059""], ""reason_code"": ""SARG:P3:simulator_reference:risk_heat=False:risk_cold=False:diet=5"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""91bf761f503601e9""}"
